"SUID","ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"1224",,,,,"1224","kappa:1.0",,,"term-term","term-term","1.0","anion transmembrane transport (term-term) chloride transmembrane transporter activity",,,"false","term-term","anion transmembrane transport (term-term) chloride transmembrane transporter activity","+",,,,,"GO:0098656 (term-term) GO:0015108"
"1225",,,,,"1225","kappa:1.0",,,"term-term","term-term","1.0","anion transmembrane transport (term-term) inorganic anion transport",,,"false","term-term","anion transmembrane transport (term-term) inorganic anion transport","+",,,,,"GO:0098656 (term-term) GO:0015698"
"1226",,,,,"1226","kappa:0.59",,,"term-term","term-term","0.5897435897435898","anion transmembrane transport (term-term) ion gated channel activity",,,"false","term-term","anion transmembrane transport (term-term) ion gated channel activity","+",,,,,"GO:0098656 (term-term) GO:0022839"
"1229",,,,,"1229","kappa:1.0",,,"term-term","term-term","1.0","inorganic anion transmembrane transport (term-term) chloride transport",,,"false","term-term","inorganic anion transmembrane transport (term-term) chloride transport","+",,,,,"GO:0098661 (term-term) GO:0006821"
"1230",,,,,"1230","kappa:1.0",,,"term-term","term-term","1.0","inorganic anion transmembrane transport (term-term) inorganic anion transmembrane transporter activity",,,"false","term-term","inorganic anion transmembrane transport (term-term) inorganic anion transmembrane transporter activity","+",,,,,"GO:0098661 (term-term) GO:0015103"
"1231",,,,,"1231","kappa:1.0",,,"term-term","term-term","1.0","inorganic anion transmembrane transport (term-term) chloride transmembrane transporter activity",,,"false","term-term","inorganic anion transmembrane transport (term-term) chloride transmembrane transporter activity","+",,,,,"GO:0098661 (term-term) GO:0015108"
"1232",,,,,"1232","kappa:1.0",,,"term-term","term-term","1.0","inorganic anion transmembrane transport (term-term) inorganic anion transport",,,"false","term-term","inorganic anion transmembrane transport (term-term) inorganic anion transport","+",,,,,"GO:0098661 (term-term) GO:0015698"
"1233",,,,,"1233","is_a:",,,"term-term","term-term","2.0","inorganic anion transmembrane transport (term-term-ontology) inorganic anion transport","POSITIVELY_REGULATES",,"false","term-term","inorganic anion transmembrane transport (term-term-ontology) inorganic anion transport","+",,,,,"GO:0098661 (term-term-ontology) GO:0015698"
"1234",,,,,"1234","kappa:0.59",,,"term-term","term-term","0.5897435897435898","inorganic anion transmembrane transport (term-term) ion gated channel activity",,,"false","term-term","inorganic anion transmembrane transport (term-term) ion gated channel activity","+",,,,,"GO:0098661 (term-term) GO:0022839"
"1235",,,,,"1235","kappa:1.0",,,"term-term","term-term","1.0","inorganic anion transmembrane transport (term-term) anion transmembrane transport",,,"false","term-term","inorganic anion transmembrane transport (term-term) anion transmembrane transport","+",,,,,"GO:0098661 (term-term) GO:0098656"
"1236",,,,,"1236","is_a:",,,"term-term","term-term","2.0","inorganic anion transmembrane transport (term-term-ontology) anion transmembrane transport","POSITIVELY_REGULATES",,"false","term-term","inorganic anion transmembrane transport (term-term-ontology) anion transmembrane transport","+",,,,,"GO:0098661 (term-term-ontology) GO:0098656"
"1237",,,,,"1237","is_a:",,,"term-term","term-term","2.0","inorganic anion transmembrane transport (term-term-ontology) inorganic ion transmembrane transport","POSITIVELY_REGULATES",,"false","term-term","inorganic anion transmembrane transport (term-term-ontology) inorganic ion transmembrane transport","+",,,,,"GO:0098661 (term-term-ontology) GO:0098660"
"1239",,,,,"1239","kappa:0.67",,,"term-term","term-term","0.673469387755102","inorganic cation transmembrane transport (term-term) cation channel activity",,,"false","term-term","inorganic cation transmembrane transport (term-term) cation channel activity","+",,,,,"GO:0098662 (term-term) GO:0005261"
"1240",,,,,"1240","kappa:0.48",,,"term-term","term-term","0.4782608695652174","inorganic cation transmembrane transport (term-term) cation transmembrane transporter activity",,,"false","term-term","inorganic cation transmembrane transport (term-term) cation transmembrane transporter activity","+",,,,,"GO:0098662 (term-term) GO:0008324"
"1241",,,,,"1241","kappa:0.43",,,"term-term","term-term","0.42857142857142855","inorganic cation transmembrane transport (term-term) voltage-gated cation channel activity",,,"false","term-term","inorganic cation transmembrane transport (term-term) voltage-gated cation channel activity","+",,,,,"GO:0098662 (term-term) GO:0022843"
"1242",,,,,"1242","kappa:0.85",,,"term-term","term-term","0.8461538461538461","inorganic cation transmembrane transport (term-term) inorganic cation transmembrane transporter activity",,,"false","term-term","inorganic cation transmembrane transport (term-term) inorganic cation transmembrane transporter activity","+",,,,,"GO:0098662 (term-term) GO:0022890"
"1243",,,,,"1243","kappa:0.67",,,"term-term","term-term","0.673469387755102","inorganic cation transmembrane transport (term-term) metal ion transport",,,"false","term-term","inorganic cation transmembrane transport (term-term) metal ion transport","+",,,,,"GO:0098662 (term-term) GO:0030001"
"1244",,,,,"1244","kappa:0.43",,,"term-term","term-term","0.42857142857142855","inorganic cation transmembrane transport (term-term) regulation of membrane potential",,,"false","term-term","inorganic cation transmembrane transport (term-term) regulation of membrane potential","+",,,,,"GO:0098662 (term-term) GO:0042391"
"1245",,,,,"1245","kappa:0.85",,,"term-term","term-term","0.8461538461538461","inorganic cation transmembrane transport (term-term) metal ion transmembrane transporter activity",,,"false","term-term","inorganic cation transmembrane transport (term-term) metal ion transmembrane transporter activity","+",,,,,"GO:0098662 (term-term) GO:0046873"
"1246",,,,,"1246","is_a:",,,"term-term","term-term","2.0","inorganic cation transmembrane transport (term-term-ontology) calcium ion transmembrane transport",,"POSITIVELY_REGULATES","false","term-term","inorganic cation transmembrane transport (term-term-ontology) calcium ion transmembrane transport","+",,,,,"GO:0098662 (term-term-ontology) GO:0070588"
"1247",,,,,"1247","is_a:",,,"term-term","term-term","2.0","inorganic cation transmembrane transport (term-term-ontology) potassium ion transmembrane transport",,"POSITIVELY_REGULATES","false","term-term","inorganic cation transmembrane transport (term-term-ontology) potassium ion transmembrane transport","+",,,,,"GO:0098662 (term-term-ontology) GO:0071805"
"1248",,,,,"1248","kappa:0.67",,,"term-term","term-term","0.673469387755102","inorganic cation transmembrane transport (term-term) cation transmembrane transport",,,"false","term-term","inorganic cation transmembrane transport (term-term) cation transmembrane transport","+",,,,,"GO:0098662 (term-term) GO:0098655"
"1249",,,,,"1249","is_a:",,,"term-term","term-term","2.0","inorganic cation transmembrane transport (term-term-ontology) cation transmembrane transport","POSITIVELY_REGULATES",,"false","term-term","inorganic cation transmembrane transport (term-term-ontology) cation transmembrane transport","+",,,,,"GO:0098662 (term-term-ontology) GO:0098655"
"1250",,,,,"1250","kappa:0.48",,,"term-term","term-term","0.4782608695652174","inorganic cation transmembrane transport (term-term) inorganic ion transmembrane transport",,,"false","term-term","inorganic cation transmembrane transport (term-term) inorganic ion transmembrane transport","+",,,,,"GO:0098662 (term-term) GO:0098660"
"1251",,,,,"1251","is_a:",,,"term-term","term-term","2.0","inorganic cation transmembrane transport (term-term-ontology) inorganic ion transmembrane transport","POSITIVELY_REGULATES",,"false","term-term","inorganic cation transmembrane transport (term-term-ontology) inorganic ion transmembrane transport","+",,,,,"GO:0098662 (term-term-ontology) GO:0098660"
"1253",,,,,"1253","kappa:1.0",,,"term-term","term-term","1.0","chloride transmembrane transport (term-term) chloride transport",,,"false","term-term","chloride transmembrane transport (term-term) chloride transport","+",,,,,"GO:1902476 (term-term) GO:0006821"
"1254",,,,,"1254","is_a:",,,"term-term","term-term","2.0","chloride transmembrane transport (term-term-ontology) chloride transport","POSITIVELY_REGULATES",,"false","term-term","chloride transmembrane transport (term-term-ontology) chloride transport","+",,,,,"GO:1902476 (term-term-ontology) GO:0006821"
"1255",,,,,"1255","kappa:1.0",,,"term-term","term-term","1.0","chloride transmembrane transport (term-term) inorganic anion transmembrane transporter activity",,,"false","term-term","chloride transmembrane transport (term-term) inorganic anion transmembrane transporter activity","+",,,,,"GO:1902476 (term-term) GO:0015103"
"1256",,,,,"1256","kappa:1.0",,,"term-term","term-term","1.0","chloride transmembrane transport (term-term) chloride transmembrane transporter activity",,,"false","term-term","chloride transmembrane transport (term-term) chloride transmembrane transporter activity","+",,,,,"GO:1902476 (term-term) GO:0015108"
"1257",,,,,"1257","kappa:1.0",,,"term-term","term-term","1.0","chloride transmembrane transport (term-term) inorganic anion transport",,,"false","term-term","chloride transmembrane transport (term-term) inorganic anion transport","+",,,,,"GO:1902476 (term-term) GO:0015698"
"1258",,,,,"1258","kappa:0.59",,,"term-term","term-term","0.5897435897435898","chloride transmembrane transport (term-term) ion gated channel activity",,,"false","term-term","chloride transmembrane transport (term-term) ion gated channel activity","+",,,,,"GO:1902476 (term-term) GO:0022839"
"1259",,,,,"1259","kappa:1.0",,,"term-term","term-term","1.0","chloride transmembrane transport (term-term) anion transmembrane transport",,,"false","term-term","chloride transmembrane transport (term-term) anion transmembrane transport","+",,,,,"GO:1902476 (term-term) GO:0098656"
"1260",,,,,"1260","kappa:1.0",,,"term-term","term-term","1.0","chloride transmembrane transport (term-term) inorganic anion transmembrane transport",,,"false","term-term","chloride transmembrane transport (term-term) inorganic anion transmembrane transport","+",,,,,"GO:1902476 (term-term) GO:0098661"
"1261",,,,,"1261","is_a:",,,"term-term","term-term","2.0","chloride transmembrane transport (term-term-ontology) inorganic anion transmembrane transport","POSITIVELY_REGULATES",,"false","term-term","chloride transmembrane transport (term-term-ontology) inorganic anion transmembrane transport","+",,,,,"GO:1902476 (term-term-ontology) GO:0098661"
